512.6,1.723,0.0351,0.036,0.254,0.035 
518.4,1.626,0.044,0.036,0.249,0.042 
524.7,1.623,0.0431,0.007,0.246,0.043 
530.4,1.611,0.0431,0.027,0.247,0.045 
536.5,1.549,0.0518,0.038,0.243,0.046 
542.8,1.535,0.056,0.015,0.238,0.048 
548.7,1.534,0.0469,0.03,0.246,0.048 
554.5,1.569,0.0417,0.013,0.247,0.049 
560.5,1.522,0.0472,0.018,0.243,0.051 
566.7,1.484,0.0558,0.004,0.236,0.052 
572.6,1.476,0.052,0.002,0.238,0.053 
578.5,1.512,0.0427,-0.005,0.243,0.054 
584.5,1.466,0.0488,-0.004,0.239,0.054 
590.6,1.44,0.0589,-0.017,0.23,0.057 
596.7,1.425,0.0585,-0.017,0.231,0.057 
602.5,1.427,0.0505,-0.015,0.236,0.058 
608.6,1.414,0.0497,-0.007,0.238,0.058 
614.6,1.387,0.054,-0.01,0.235,0.061 
620.5,1.379,0.0527,-0.011,0.235,0.060 
626.7,1.368,0.054,-0.009,0.235,0.062 
632.7,1.359,0.0583,-0.038,0.228,0.062 
638.6,1.347,0.0565,-0.019,0.231,0.063 
644.6,1.347,0.0565,-0.053,0.227,0.064 
650.6,1.343,0.0545,-0.041,0.229,0.064 
656.6,1.333,0.0526,-0.046,0.231,0.066 
662.6,1.319,0.057,-0.049,0.226,0.065 
668.8,1.315,0.0597,-0.064,0.223,0.066 
674.7,1.304,0.0594,-0.068,0.222,0.067 
680.6,1.295,0.0549,-0.054,0.227,0.067 
686.7,1.289,0.0542,-0.064,0.226,0.068 
692.6,1.282,0.0553,-0.068,0.225,0.069 
698.6,1.271,0.0585,-0.09,0.22,0.069 
704.7,1.266,0.0575,-0.086,0.221,0.070 
710.8,1.259,0.0579,-0.089,0.22,0.071 
716.7,1.25,0.0576,-0.092,0.22,0.072 
722.7,1.243,0.0575,-0.083,0.221,0.072 
728.7,1.232,0.0564,-0.076,0.223,0.073 
734.7,1.222,0.06,-0.09,0.219,0.073 
740.7,1.221,0.0598,-0.1,0.218,0.074 
746.8,1.215,0.0586,-0.098,0.218,0.074 
752.8,1.211,0.0596,-0.101,0.217,0.075 
758.7,1.204,0.0597,-0.103,0.217,0.075 
764.8,1.191,0.0572,-0.081,0.222,0.076 
770.7,1.188,0.0568,-0.092,0.221,0.076 
776.7,1.183,0.0545,-0.08,0.224,0.077 
782.7,1.18,0.054,-0.081,0.224,0.077 
788.8,1.175,0.0529,-0.072,0.226,0.077 
794.7,1.174,0.0525,-0.072,0.226,0.078 
800.7,1.161,0.0519,-0.054,0.229,0.078 
